accession,normalization,neighbors,0,1,cluster,protein
>CY196804,l2,200,-0.18614545,0.98252225,215,H16
>CY196812,l2,200,-0.1683247,0.9857316,215,H16
>CY239288,l2,200,-0.18854128,0.98206526,215,H16
>CY239296,l2,200,-0.19035646,0.981715,215,H16
>CY213711,l2,200,-0.1897293,0.98183644,215,H16
>CY213719,l2,200,-0.19076897,0.9816349,215,H16
>CY213751,l2,200,-0.18848611,0.98207587,215,H16
>CY213759,l2,200,-0.19053224,0.9816809,215,H16
>CY213767,l2,200,-0.1909379,0.9816021,215,H16
>CY206862,l2,200,-0.21805152,0.97593725,215,H16
>CY206870,l2,200,-0.21534327,0.9765384,215,H16
>CY206878,l2,200,-0.21732016,0.9761003,215,H16
>CY206677,l2,200,-0.21387832,0.9768603,215,H16
>CY206886,l2,200,-0.2195076,0.97561085,215,H16
>CY206894,l2,200,-0.21700467,0.97617054,215,H16
>CY206902,l2,200,-0.21919835,0.9756803,215,H16
>CY206910,l2,200,-0.21678913,0.97621846,215,H16
>CY206918,l2,200,-0.2179672,0.975956,215,H16
>CY206926,l2,200,-0.21610032,0.97637117,215,H16
>CY239304,l2,200,-0.21832636,0.9758758,215,H16
>CY206934,l2,200,-0.21556443,0.97648966,215,H16
>CY206942,l2,200,-0.21466593,0.97668755,215,H16
>CY206950,l2,200,-0.21066882,0.9775574,215,H16
>CY206958,l2,200,-0.21633364,0.97631955,215,H16
>CY206966,l2,200,-0.21478444,0.9766615,215,H16
>CY206974,l2,200,-0.21561891,0.9764776,215,H16
>CY206982,l2,200,-0.21680138,0.9762158,215,H16
>CY206990,l2,200,-0.21912509,0.9756968,215,H16
>CY206998,l2,200,-0.21607755,0.97637624,215,H16
>CY207006,l2,200,-0.21485156,0.9766467,215,H16
>CY207014,l2,200,-0.21590433,0.9764145,215,H16
>CY239312,l2,200,-0.2164188,0.9763006,215,H16
>CY213636,l2,200,0.9414307,0.33720657,238,H13
>CY213535,l2,200,0.94055396,0.3396443,238,H13
>CY213655,l2,200,-0.18099757,0.9834835,215,H16
>CY213663,l2,200,0.94083786,0.33885694,238,H13
>CY213671,l2,200,-0.1868669,0.9823853,215,H16
>CY213679,l2,200,-0.18488473,0.98276025,215,H16
>CY213695,l2,200,0.97558206,0.21963541,47,H13
>CY213703,l2,200,0.9753265,0.22076724,47,H13
>CY239376,l2,200,-0.19526568,0.9807504,215,H16
>CY239320,l2,200,-0.1914277,0.98150676,215,H16
>CY239328,l2,200,-0.19309491,0.9811801,215,H16
>CY239336,l2,200,-0.19394933,0.98101157,215,H16
>CY239344,l2,200,-0.19510828,0.98078173,215,H16
>CY239352,l2,200,-0.1949168,0.98081976,215,H16
>CY239360,l2,200,-0.19463617,0.9808755,215,H16
>CY239368,l2,200,-0.19191653,0.9814112,215,H16
>CY239384,l2,200,-0.1980569,0.9801905,215,H16
>CY239392,l2,200,-0.19459611,0.9808834,215,H16
>MN210163,l2,200,0.97785145,0.20930019,238,H13
>MN210171,l2,200,0.97729295,0.21189281,238,H13
>MN210179,l2,200,0.977842,0.20934418,238,H13
>MN210187,l2,200,-0.16753903,0.9858655,215,H16
>MN210195,l2,200,0.97759867,0.21047789,238,H13
>MN210203,l2,200,0.9777029,0.2099927,238,H13
>MN210211,l2,200,0.9773776,0.21150206,238,H13
>MN210220,l2,200,0.97779816,0.20954874,238,H13
>MN210228,l2,200,0.9780415,0.20841001,238,H13
>MN210236,l2,200,0.97749263,0.2109697,238,H13
>MN210244,l2,200,-0.16594131,0.98613566,215,H16
>MN210252,l2,200,0.97759706,0.21048512,238,H13
>CY130493,l2,200,-0.17328118,0.9848724,215,H16
>CY130501,l2,200,-0.17297868,0.9849256,215,H16
>CY130509,l2,200,-0.17251925,0.9850062,215,H16
>CY130517,l2,200,-0.16832577,0.9857314,215,H16
>CY130340,l2,200,0.97802097,0.20850658,238,H13
>MF146805,l2,200,-0.14598653,0.9892866,215,H16
>CY130086,l2,200,0.9770972,0.21279348,238,H13
>AB292664,l2,200,0.9770579,0.21297425,238,H13
>CY014694,l2,200,0.97717655,0.2124287,238,H13
>D90308,l2,200,0.9769016,0.21368997,238,H13
>CY195655,l2,200,-0.15916118,0.98725265,215,H16
>CY195663,l2,200,0.9421049,0.3353182,238,H13
>CY195833,l2,200,-0.15574154,0.98779786,215,H16
>CY195841,l2,200,-0.15666506,0.9876518,215,H16
>KF612959,l2,200,0.97697777,0.21334103,238,H13
>MH501022,l2,200,-0.16559562,0.9861937,215,H16
>MH501038,l2,200,-0.16932018,0.9855611,215,H16
>MH501054,l2,200,0.9754478,0.22023094,47,H13
>CY130485,l2,200,-0.17251325,0.98500717,215,H16
>CY005933,l2,200,-0.1738242,0.98477674,215,H16
>MK637080,l2,200,0.9396454,0.34214982,238,H13
>CY136606,l2,200,-0.16259022,0.9866937,215,H16
>CY136729,l2,200,-0.16591597,0.98613995,215,H16
>JF775470,l2,200,0.85624444,0.5165708,47,H13
>CY136590,l2,200,-0.16671279,0.98600554,215,H16
>CY144178,l2,200,-0.17192867,0.9851094,215,H16
>MH134728,l2,200,-0.20564957,0.9786257,215,H16
>MH134637,l2,200,-0.20879209,0.97796005,215,H16
>MH134913,l2,200,-0.20922382,0.9778678,215,H16
>MH134615,l2,200,-0.2088303,0.97795194,215,H16
>MH498851,l2,200,0.4642156,-0.8857222,47,H13
>MH499142,l2,200,0.93958795,0.3423075,238,H13
>MH499186,l2,200,0.9402271,0.340548,238,H13
>MH498919,l2,200,0.94021845,0.340572,238,H13
>MH499244,l2,200,0.9402652,0.3404429,238,H13
>MH498862,l2,200,0.9402139,0.34058437,238,H13
>MH498888,l2,200,0.9403486,0.3402125,238,H13
>MH498698,l2,200,0.9403013,0.34034318,238,H13
>MH579147,l2,200,0.9397507,0.3418606,238,H13
>MT407153,l2,200,-0.1728413,0.98494965,215,H16
>CY136614,l2,200,-0.15985803,0.98714,215,H16
>CY136630,l2,200,-0.16890527,0.9856323,215,H16
>CY127445,l2,200,-0.17098837,0.98527306,215,H16
>MK637221,l2,200,0.93926626,0.34318942,238,H13
>MK637291,l2,200,0.9401589,0.34073627,238,H13
>MK637376,l2,200,0.9396493,0.34213912,238,H13
>MK637356,l2,200,0.9401569,0.3407419,238,H13
>MK637038,l2,200,0.93977576,0.3417915,238,H13
>MK637365,l2,200,0.9398493,0.34158945,238,H13
>MK637396,l2,200,0.9400021,0.3411688,238,H13
>MK637116,l2,200,0.9402679,0.34043524,238,H13
>MK345840,l2,200,0.94294673,0.33294368,238,H13
>MK345902,l2,200,-0.16592671,0.98613805,215,H16
>MK345859,l2,200,-0.16508324,0.98627967,215,H16
>MH501070,l2,200,-0.16004296,0.98711,215,H16
>MH068359,l2,200,0.94201845,0.33556116,238,H13
>MH068367,l2,200,0.94193643,0.33579117,238,H13
>MF694110,l2,200,-0.17268223,0.98497754,215,H16
>CY128958,l2,200,0.94034094,0.34023362,238,H13
>KT338601,l2,200,-0.19744772,0.9803134,215,H16
>KJ907711,l2,200,0.97886986,0.20448412,238,H13
>JX030406,l2,200,0.9375245,0.34791926,238,H13
>CY125606,l2,200,-0.15758316,0.9875057,215,H16
>MF147925,l2,200,0.9930409,0.11777039,51,H13
>MN210308,l2,200,-0.16323331,0.9865875,215,H16
>GQ907310,l2,200,0.9784096,0.20667528,238,H13
>GQ907318,l2,200,0.9784197,0.20662756,238,H13
>KT338585,l2,200,-0.1977409,0.9802543,215,H16
>MN783529,l2,200,0.9426786,0.33370206,238,H13
>MK627734,l2,200,0.93958044,0.3423284,238,H13
>CY195647,l2,200,0.9397306,0.34191585,238,H13
>CY195801,l2,200,0.9748059,0.22305493,47,H13
>CY195809,l2,200,0.97482926,0.22295278,47,H13
>MH764096,l2,200,0.97415376,0.22588594,47,H13
>MH764104,l2,200,0.9743652,0.22497228,47,H13
>MH764112,l2,200,0.9742617,0.22541994,47,H13
>MH764120,l2,200,0.9742073,0.225655,47,H13
>MH764128,l2,200,0.97439843,0.22482803,47,H13
>MH764136,l2,200,0.9745115,0.22433747,47,H13
>MH764144,l2,200,0.9743405,0.22507924,47,H13
>MH764152,l2,200,0.97423637,0.22552937,47,H13
>MH764160,l2,200,0.9425471,0.3340734,238,H13
>MH764168,l2,200,0.9448798,0.32741743,238,H13
>MH764176,l2,200,0.9745297,0.22425859,47,H13
>MH764184,l2,200,0.97425705,0.22544001,47,H13
>MH764192,l2,200,0.97422576,0.22557494,47,H13
>MH764229,l2,200,0.94297343,0.33286792,238,H13
>MH764245,l2,200,0.9428392,0.33324817,238,H13
>MH764253,l2,200,0.94392216,0.3301682,238,H13
>MH579205,l2,200,0.9805724,0.19615757,238,H13
>MK637241,l2,200,-0.16580082,0.98615927,215,H16
>CY145939,l2,200,0.9400388,0.34106755,238,H13
>MH501657,l2,200,0.94100714,0.33838674,238,H13
>MH502494,l2,200,-0.15452991,0.9879881,215,H16
>MH502664,l2,200,0.9402006,0.34062123,238,H13
>MH733644,l2,200,-0.15516055,0.9878893,215,H16
>KF772956,l2,200,0.9807831,0.1951012,238,H13
>MH579323,l2,200,0.9397732,0.34179854,238,H13
>MH578653,l2,200,0.9805632,0.19620334,238,H13
>MH499147,l2,200,0.9402637,0.34044698,238,H13
>CY005931,l2,200,0.9804823,0.19660774,238,H13
>EU030976,l2,200,-0.1566475,0.98765457,215,H16
>CY130110,l2,200,-0.15840375,0.9873744,215,H16
>CY045383,l2,200,-0.15988308,0.98713595,215,H16
>CY043888,l2,200,0.9804799,0.19661935,238,H13
>CY043896,l2,200,0.98048323,0.19660257,238,H13
>KJ372720,l2,200,0.9401426,0.3407813,238,H13
>MH499218,l2,200,0.5132735,-0.85822517,47,H13
>MH498668,l2,200,0.48795053,-0.8728713,47,H13
>MH498656,l2,200,0.4760172,-0.879436,47,H13
>MH499009,l2,200,0.51383984,-0.85788614,47,H13
>MH499072,l2,200,0.5120123,-0.8589781,47,H13
>MH498671,l2,200,0.46072504,-0.8875429,47,H13
>MF146200,l2,200,0.9358751,0.3523319,238,H13
>MF147792,l2,200,0.97399145,0.22658494,47,H13
>CY185497,l2,200,0.9778887,0.20912601,238,H13
>CY185371,l2,200,0.97716945,0.21246156,238,H13
>CY185625,l2,200,0.9763159,0.21634963,47,H13
>CY185601,l2,200,0.97660404,0.21504535,238,H13
>CY185633,l2,200,0.9762537,0.21663067,47,H13
>CY185609,l2,200,0.97825575,0.20740242,238,H13
>CY185673,l2,200,0.9772255,0.21220362,238,H13
>CY185665,l2,200,0.97743493,0.21123667,238,H13
>MH499091,,10,2.6327403,3.078064,47,H13
>GQ907294,,10,12.049323,2.8763447,215,H16
>GQ907302,,10,-11.490766,7.1178226,238,H13
>MH498778,,10,7.2870245,1.5088602,238,H13
>MH499127,,10,2.7001848,3.0441523,47,H13
>MH498752,,10,2.6662633,3.1436179,47,H13
>MH499144,,10,-8.821491,17.000921,47,H13
>MH499019,,10,2.6565056,3.087665,47,H13
>MH498871,,10,2.3926938,3.0114179,47,H13
>MH499102,,10,1.7690034,2.9434748,47,H13
>MH499225,,10,1.8078398,2.8884387,47,H13
>MF682848,,10,7.106,8.604096,238,H13
>CY138145,,10,15.322509,-5.148834,215,H16
>MF146968,,10,-11.516337,7.099616,238,H13
>MF682898,,10,11.666166,17.393858,88,H16
>KX979507,,10,-3.6525052,-1.0405068,47,H13
>KX977814,,10,-11.458571,7.2305603,238,H13
>KX978434,,10,16.254848,15.809966,88,H16
>MF146992,,10,4.1806993,-11.476141,58,H13
>KX979327,,10,7.60171,8.0411825,238,H13
>MF682741,,10,11.550755,17.239073,88,H16
>MF682695,,10,-2.8934717,5.180848,47,H13
>KX978155,,10,-11.425127,7.2602797,238,H13
>MF147689,,10,-11.299008,-5.255767,51,H13
>KX977721,,10,-3.129916,5.502142,47,H13
>KX979051,,10,4.1847525,13.570126,47,H13
>MF694241,,10,4.448214,-3.6433597,47,H13
>MF147121,,10,11.522826,17.211588,88,H16
>KX978985,,10,-3.0828958,16.679373,51,H13
>KX978252,,10,11.483729,17.149055,88,H16
>MF145970,,10,-3.0590308,16.735773,51,H13
>KX977943,,10,-2.9793587,16.733927,51,H13
>MF147266,,10,-3.1232493,16.77973,51,H13
>KX979504,,10,-3.1601803,16.78832,51,H13
>KX979468,,10,-2.9074073,16.953293,51,H13
>KX978718,,10,-3.031969,16.74554,51,H13
>MF146166,,10,-17.454727,-0.15984453,51,H13
>KX978793,,10,-17.429337,-0.13438472,51,H13
>MF147313,,10,-12.720129,-11.314169,47,H13
>KX979019,,10,-3.7329714,-1.1207073,47,H13
>KX977650,,10,15.300376,-5.082051,215,H16
>MF147513,,10,16.26583,15.799881,88,H16
>MF148049,,10,-11.243992,-5.308647,51,H13
>KX977664,,10,4.184729,13.570143,47,H13
>MF694057,,10,4.449093,-3.6442406,47,H13
>KX978037,,10,-17.445427,-0.15059562,51,H13
>MF145899,,10,-17.445236,-0.15033734,51,H13
>KX978433,,10,-17.445364,-0.15047435,51,H13
>KX979591,,10,-17.445204,-0.15031403,51,H13
>KX978183,,10,-5.6938066,-4.8939776,51,H13
>KX978539,,10,-19.655304,8.245572,55,H13
>MF147977,,10,4.415847,-11.319442,58,H13
>MF147208,,10,4.5241117,-11.577746,58,H13
>MF146078,,10,-12.778232,-11.255101,47,H13
>MF147927,,10,12.022397,2.9164202,215,H16
>KX978913,,10,7.8694277,8.327052,238,H13
>MF147771,,10,4.236851,-11.340539,58,H13
>KX978308,,10,4.253588,-11.37465,58,H13
>MF146479,,10,4.260618,-11.429888,58,H13
>MF146534,,10,4.470005,-11.495648,58,H13
>MF147740,,10,4.37456,-11.437636,58,H13
>MF146435,,10,4.402792,-11.511071,58,H13
>KX979088,,10,4.1599326,-11.378556,58,H13
>MF147719,,10,4.2006536,-11.488474,58,H13
>MF147553,,10,4.2206798,-11.2747345,58,H13
>MF146833,,10,4.263304,-11.404784,58,H13
>MF148122,,10,-12.927844,-11.088981,47,H13
>MF145916,,10,-3.8960748,-1.2837995,47,H13
>KX979541,,10,7.8593674,8.327408,238,H13
>KX978398,,10,16.280504,15.781523,88,H16
>MF146523,,10,4.2624564,-11.375187,58,H13
>MF147007,,10,-11.266496,-5.287818,51,H13
>MF145735,,10,4.4048667,-11.456983,58,H13
>MF147558,,10,-2.9705198,16.733908,51,H13
>KX977630,,10,-2.9360135,16.85785,51,H13
>MF146431,,10,4.3562098,-11.4447,58,H13
>MF146500,,10,-2.9801261,16.805132,51,H13
>MF147405,,10,4.1718264,-11.305416,58,H13
>MF146583,,10,-3.0970893,16.696533,51,H13
>MF145859,,10,-12.716999,-11.316681,47,H13
>KX978997,,10,11.974498,2.957783,215,H16
>KX977766,,10,12.013697,2.9166534,215,H16
>MF147101,,10,4.2401876,-11.405993,58,H13
>MF147981,,10,-9.742132,11.443657,47,H13
>MF146410,,10,12.023153,2.9096148,215,H16
>MF147814,,10,4.451719,-11.2589855,58,H13
>KX978686,,10,-9.756787,11.456838,47,H13
>KX978083,,10,11.546745,17.231934,88,H16
>MF575214,,10,16.268293,15.797316,88,H16
>MF145897,,10,4.271228,-11.345816,58,H13
>MF146531,,10,-9.74895,11.448062,47,H13
>MF146229,,10,-12.708991,-11.325195,47,H13
>KX978076,,10,7.701038,8.397778,238,H13
>MF147189,,10,4.343959,-11.426742,58,H13
>KX979090,,10,-9.742249,11.443843,47,H13
>KX978980,,10,7.8835387,8.368394,238,H13
>MF147647,,10,-11.267008,-5.2871275,51,H13
>MF146608,,10,15.293736,-5.052939,215,H16
>MF146148,,10,12.030377,2.9017959,215,H16
>MF148130,,10,4.264322,-11.335314,58,H13
>KX979063,,10,7.6020546,8.046702,238,H13
>MF147797,,10,-3.9051921,-1.292866,47,H13
>MF146087,,10,-11.420469,7.2633214,238,H13
>KX977772,,10,-3.038895,16.687052,51,H13
>MF694026,,10,4.4452744,-3.6405823,47,H13
>MF682696,,10,-3.6619387,-1.0499554,47,H13
>MF146063,,10,4.3068132,-11.425922,58,H13
>MF959992,,10,11.526525,17.21482,88,H16
>MF147878,,10,4.4143453,-11.495194,58,H13
>KX978709,,10,12.015458,2.9150188,215,H16
>MF575026,,10,16.281271,15.78426,88,H16
>MF145799,,10,-11.264852,-5.288569,51,H13
>MF146268,,10,11.97556,2.9567902,215,H16
>KX977887,,10,4.3253436,-11.384746,58,H13
>KX978812,,10,-3.1456249,5.5216985,47,H13
>MF147255,,10,-6.788432,9.134866,47,H13
>MF103719,,10,11.49852,17.184607,88,H16
>MF147679,,10,4.229283,-11.3307705,58,H13
>MF147919,,10,-3.1460395,5.522175,47,H13
>MF147715,,10,11.55306,17.240768,88,H16
>KX977702,,10,4.3755894,-11.328459,58,H13
>KX978026,,10,-3.1433358,5.519853,47,H13
>MF147314,,10,7.5620384,33.326866,88,H16
>MF146397,,10,11.987678,2.9443223,215,H16
>MF147342,,10,-11.290495,-5.262165,51,H13
>KX978072,,10,4.1847587,13.57014,47,H13
>MF146654,,10,7.463591,33.396717,88,H16
>KX978876,,10,7.8450055,8.366464,238,H13
>MF146675,,10,16.441095,15.623361,88,H16
>MF146953,,10,-11.261111,-5.2913218,51,H13
>MF146238,,10,7.5147595,33.359276,88,H16
>KX977785,,10,11.552792,17.237568,88,H16
>MF146920,,10,16.52516,15.538338,88,H16
>MF147705,,10,-2.9770184,16.70194,51,H13
>KX979165,,10,-9.753039,11.452091,47,H13
>MF146193,,10,7.5659657,33.320034,88,H16
>KX979544,,10,7.682202,8.410984,238,H13
>KX979432,,10,16.512096,15.551351,88,H16
>MF146506,,10,4.2361207,-11.366525,58,H13
>KX978504,,10,-9.748107,11.450289,47,H13
>MF682763,,10,11.676828,17.40739,88,H16
>MF146414,,10,-3.8850825,-1.2727559,47,H13
>KX978612,,10,15.324595,-5.121625,215,H16
>MF146473,,10,-11.259846,-5.29272,51,H13
>KX977620,,10,4.1840625,13.57063,47,H13
>MF694124,,10,11.464674,17.14548,88,H16
>MF146174,,10,-12.7179165,-11.315885,47,H13
>MF145738,,10,16.276175,15.789423,88,H16
>MF146800,,10,4.182926,-11.3125515,58,H13
>MF682757,,10,-6.965575,9.314679,47,H13
>KX979380,,10,7.610252,8.459401,238,H13
>MF147961,,10,16.27771,15.787927,88,H16
>MF147302,,10,-2.9915812,16.718971,51,H13
>MF575089,,10,-9.7285595,11.438164,47,H13
>MF682685,,10,7.5339947,33.33643,88,H16
>MF682661,,10,-12.695443,-11.339188,47,H13
>KX979111,,10,15.321202,-5.1180115,215,H16
>MF146858,,10,-3.018142,16.718372,51,H13
>KX978441,,10,-9.7214365,11.423912,47,H13
>MF148040,,10,7.5238237,33.308823,88,H16
>KX978020,,10,-3.6548722,-1.042779,47,H13
>MF146352,,10,16.274065,15.791519,88,H16
>KX979200,,10,4.2658257,-11.352142,58,H13
>MF575196,,10,-9.7422695,11.444841,47,H13
>MF682843,,10,-6.8542786,9.199721,47,H13
>MF682838,,10,7.5705833,33.29574,88,H16
>MF682844,,10,7.8439617,8.300185,238,H13
>MF147682,,10,16.276756,15.788789,88,H16
>MF146167,,10,-3.0298502,16.736216,51,H13
>MF575309,,10,-9.759699,11.458991,47,H13
>KX979094,,10,11.53664,17.228508,88,H16
>MF147197,,10,-3.011446,16.749165,51,H13
>KX978735,,10,-9.744016,11.444871,47,H13
>MF147982,,10,7.5775256,33.295143,88,H16
>MF147594,,10,-3.6618338,-1.0498272,47,H13
>MF147122,,10,4.266462,-11.408159,58,H13
>MF575190,,10,11.448876,17.131105,88,H16
>MF146360,,10,-12.744282,-11.28961,47,H13
>KX978043,,10,-3.6530921,-1.0410303,47,H13
>MF146714,,10,11.998322,2.932371,215,H16
>MF147911,,10,4.3092113,-11.3829155,58,H13
>MF148148,,10,-3.1546648,5.5335197,47,H13
>MF148103,,10,-3.65732,-1.0453295,47,H13
>MF147940,,10,4.3430567,-11.296594,58,H13
>MF148072,,10,-12.724642,-11.310028,47,H13
>MF147735,,10,-11.482932,7.101489,238,H13
>MF146672,,10,-13.075532,-19.733267,51,H13
>KX978929,,10,7.6126666,8.075062,238,H13
>MF146970,,10,-12.733678,-11.300364,47,H13
>MF959989,,10,-3.8847213,-1.2724155,47,H13
>KX977869,,10,-11.499543,7.1761203,238,H13
>MF146383,,10,-11.259402,-5.293106,51,H13
>MF693939,,10,11.658738,17.384905,88,H16
>MF146828,,10,7.5158153,33.35582,88,H16
>MF147673,,10,-13.060713,-19.748095,51,H13
>MF146643,,10,7.494605,33.377884,88,H16
>MF145921,,10,-13.008078,-19.800758,51,H13
>MF145764,,10,7.549841,33.320934,88,H16
>KX978470,,10,-13.058021,-19.750809,51,H13
>MF147698,,10,-13.068627,-19.740154,51,H13
>MF146202,,10,-6.7725735,9.12213,47,H13
>MF146594,,10,-13.066183,-19.742632,51,H13
>MF146076,,10,7.5514,33.304707,88,H16
>MF146496,,10,-13.105502,-19.703335,51,H13
>MF146816,,10,7.5314817,33.341663,88,H16
>MF145843,,10,-13.054848,-19.75397,51,H13
>MF146537,,10,7.5607886,33.32239,88,H16
>KX978071,,10,-13.086092,-19.72271,51,H13
>MF147537,,10,-13.085679,-19.723131,51,H13
>MF146211,,10,-13.101816,-19.707003,51,H13
>MF682767,,10,11.6562605,17.382172,88,H16
>MF145989,,10,-12.741349,-11.292889,47,H13
>MF146421,,10,-3.8843353,-1.2720209,47,H13
>MF145955,,10,-11.46021,7.228428,238,H13
>MF146395,,10,4.3389864,-11.372035,58,H13
>KX978369,,10,-9.745363,11.446403,47,H13
>MF693921,,10,11.453959,17.135101,88,H16
>MK192316,,10,11.445672,17.12685,88,H16
>MF145888,,10,5.817402,21.768349,88,H16
>MF146634,,10,-13.118481,-6.253197,51,H13
>MF148145,,10,-13.127269,-6.2411633,51,H13
>KX977670,,10,-13.10287,-6.236821,51,H13
>MF146769,,10,5.7952127,21.79078,88,H16
>MF147610,,10,-13.115448,-6.2670665,51,H13
>MF147728,,10,7.5646806,33.276775,88,H16
>MF145811,,10,-13.108662,-6.2428427,51,H13
>MF147656,,10,-19.585539,8.315319,55,H13
>MF146014,,10,7.5821896,33.339535,88,H16
>MF147422,,10,-19.659945,8.240938,55,H13
>MF146085,,10,5.837158,21.75141,88,H16
>MF147944,,10,-19.63172,8.269164,55,H13
>MF575228,,10,-6.9171624,9.268453,47,H13
>MF575118,,10,7.5508814,33.32481,88,H16
>MF146043,,10,-19.628246,8.272588,55,H13
>MF147239,,10,5.776244,21.80861,88,H16
>MF147717,,10,-19.630476,8.2703495,55,H13
>MF575207,,10,7.6188965,8.061431,238,H13
>MF146566,,10,-12.74683,-11.287002,47,H13
>MF147945,,10,-3.6804163,-1.0684062,47,H13
>KX979279,,10,-11.471978,7.2056117,238,H13
>MF146111,,10,16.51141,15.552042,88,H16
>MF146975,,10,4.3072057,-11.309533,58,H13
>MF146245,,10,-2.894586,5.1814065,47,H13
>MF694199,,10,4.4388394,-3.6340337,47,H13
>MF146436,,10,5.7827916,21.802156,88,H16
>MF147750,,10,-19.700382,8.20044,55,H13
>MF682709,,10,5.7899804,21.79323,88,H16
>MF147841,,10,-13.10018,-6.2354875,51,H13
>MF147547,,10,7.5848956,33.188915,88,H16
>MF146710,,10,-19.66075,8.2402115,55,H13
>KX979453,,10,7.5965605,33.02233,88,H16
>MF146214,,10,-13.114922,-6.235649,51,H13
>MF147491,,10,-6.8063774,9.147594,47,H13
>MF147469,,10,-13.071956,-19.736841,51,H13
>MF682781,,10,-6.8722773,9.220133,47,H13
>KX977811,,10,-13.046362,-19.762486,51,H13
>MF146391,,10,-6.828623,9.176259,47,H13
>MF146872,,10,-13.114721,-6.2498474,51,H13
>MF146670,,10,-6.8635926,9.211742,47,H13
>MF145901,,10,-13.114174,-6.249557,51,H13
>MF145978,,10,-6.837167,9.185915,47,H13
>MF146441,,10,-13.114994,-6.2490363,51,H13
>MF145725,,10,5.790482,21.794859,88,H16
>KX978831,,10,-13.14108,-6.231257,51,H13
>KR087564,,10,7.901426,8.405512,238,H13
>MF147289,,10,7.847537,8.31389,238,H13
>MF682666,,10,-11.453942,7.2354717,238,H13
>MF575109,,10,16.508644,15.554805,88,H16
>MF145876,,10,4.2935505,-11.356564,58,H13
>KX977868,,10,-2.9004934,5.188684,47,H13
>MF147493,,10,4.184088,13.570122,47,H13
>MF694207,,10,4.436234,-3.6319356,47,H13
>MF146424,,10,-6.8872094,9.235084,47,H13
>MF146204,,10,-13.083358,-19.725433,51,H13
>MF145709,,10,-19.639444,8.261409,55,H13
>KX978101,,10,-19.629921,8.270913,55,H13
>MF682721,,10,-12.864214,-11.159103,47,H13
>MF682880,,10,-6.866473,9.215068,47,H13
>MF147965,,10,-19.62945,8.271358,55,H13
>MF146501,,10,-6.818908,9.165702,47,H13
>MF148047,,10,-13.114762,-6.2350597,51,H13
>MF147192,,10,7.6335125,33.216415,88,H16
>MF147095,,10,-19.632034,8.26878,55,H13
>MF146737,,10,7.599746,33.266018,88,H16
>KX978834,,10,-13.069207,-19.739586,51,H13
>MF146931,,10,5.8003163,21.784239,88,H16
>MF146562,,10,-19.637829,8.263,55,H13
>MF146836,,10,7.5964184,33.35394,88,H16
>MF146693,,10,-19.619453,8.281552,55,H13
>MF147849,,10,5.7938805,21.791006,88,H16
>MF147375,,10,-19.593258,8.307557,55,H13
>MF575016,,10,-12.726917,-11.307134,47,H13
>MF147869,,10,7.8889194,8.363058,238,H13
>KX979026,,10,-11.499689,7.1754465,238,H13
>MF146964,,10,-11.259063,-5.292906,51,H13
>MF147858,,10,-2.9175494,5.206446,47,H13
>KX978275,,10,-3.1368134,5.51209,47,H13
>MF693954,,10,4.448567,-3.6436636,47,H13
>MF146060,,10,5.7934623,21.791492,88,H16
>MF147078,,10,-19.63658,8.264266,55,H13
>KX977730,,10,7.5956388,33.029747,88,H16
>KX977728,,10,-2.820167,17.082,51,H13
>MF146767,,10,7.5451307,33.323513,88,H16
>KX979079,,10,-3.0519865,16.791212,51,H13
>KX979576,,10,-6.906426,9.25698,47,H13
>KX977618,,10,-3.0354323,16.749409,51,H13
>MF147070,,10,7.558668,33.316513,88,H16
>MF146502,,10,-2.9961383,16.6902,51,H13
>MF146577,,10,7.5873146,33.288357,88,H16
>KX979040,,10,-19.656712,8.244155,55,H13
>MF145996,,10,-12.9741745,-11.029128,47,H13
>KX979045,,10,-3.0267153,16.762978,51,H13
>MF147363,,10,-6.9029984,9.2533865,47,H13
>KX978218,,10,-3.0478096,16.728062,51,H13
>MF148111,,10,5.7931604,21.791796,88,H16
>MF146309,,10,-5.693805,-4.893964,51,H13
>KX978340,,10,-12.751332,-11.282566,47,H13
>KX978293,,10,-3.6689823,-1.0569205,47,H13
>KX978651,,10,12.02261,2.9067776,215,H16
>MF575308,,10,4.266067,-11.384781,58,H13
>MF146285,,10,-2.9081101,5.1979437,47,H13
>MF694046,,10,4.447319,-3.6424527,47,H13
>MF682647,,10,-6.8839827,9.232788,47,H13
>MF147768,,10,-5.6937723,-4.8939214,51,H13
>MF147657,,10,5.7902923,21.794664,88,H16
>MF147484,,10,-5.6937776,-4.8939023,51,H13
>KX978323,,10,7.6042585,32.933216,88,H16
>KX978027,,10,-5.693749,-4.8938823,51,H13
>MF682816,,10,-2.807548,17.10575,51,H13
>MF146344,,10,-2.8228712,17.079557,51,H13
>MF147573,,10,-5.693791,-4.8938923,51,H13
>MF147559,,10,-5.693784,-4.8939376,51,H13
>KX979456,,10,11.506388,17.17802,88,H16
>KX978937,,10,-5.693788,-4.8939605,51,H13
>KX978955,,10,11.506449,17.178127,88,H16
>KX978911,,10,-3.0813267,16.687523,51,H13
>CY185513,,10,-2.2591872,4.180227,47,H13
>CY185569,,10,7.165412,8.599239,238,H13
>CY185529,,10,-2.3500073,4.268587,47,H13
>CY185537,,10,-2.2721996,4.1935515,47,H13
>CY185585,,10,11.991802,2.9386806,215,H16
